Date,Close,High,Low,Open,Volume,Stock
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,
2015-09-03,1025.8621826171875,1029.5630591804872,1014.3066276151933,1022.1218961689218,2265074,TCS
2015-09-04,1002.96728515625,1029.5232904585944,999.699437858218,1028.1452906684779,2426396,TCS
2015-09-07,999.9357299804688,1007.8887383161784,997.1600253948405,1005.1524436027706,1759184,TCS
2015-09-08,1000.152587890625,1009.5230086951884,993.538167550835,1002.0030261212107,1787746,TCS
2015-09-09,1003.8727416992188,1013.4203106711595,1001.6088851388616,1009.0697497091044,2045076,TCS
2015-09-10,1002.160400390625,1015.1923829445698,994.9160952883179,1000.8218101396534,2665818,TCS
2015-09-11,1004.7591552734375,1011.2160330263658,1000.2708495331922,1002.5937260594861,1592672,TCS
2015-09-14,1004.6209716796875,1009.8770955966564,1001.2153817162953,1009.8770955966564,1589318,TCS
2015-09-15,998.951416015625,1007.4752905265675,998.4592732350478,1004.6208623992197,1379900,TCS
2015-09-16,1004.1093139648438,1009.8771900715608,1000.4477517121829,1005.9400470303461,1756816,TCS
2015-09-18,1004.4637451171875,1018.1453189115323,999.6407442832099,1009.8773174818563,2455294,TCS
2015-09-21,1004.38525390625,1006.7672455222801,997.3574126159705,1003.9718345147588,1108840,TCS
2015-09-22,994.83740234375,1012.7907183727642,980.3486955704246,1006.9244132214301,2081246,TCS
2015-09-23,997.1407470703125,1007.0230170616483,989.246850165649,997.7904335100698,1228352,TCS
2015-09-24,1015.9400634765625,1019.7197581717193,996.0574967631757,998.2623346889553,2354254,TCS
2015-09-28,1021.1768798828125,1031.137872059843,1015.5861553945647,1021.2950134109326,2366812,TCS
2015-09-29,1019.0311889648438,1037.0436208764218,1011.7868832130082,1017.1020270557689,3325952,TCS
2015-09-30,1018.95263671875,1040.8628060185983,1012.2200816034137,1040.8628060185983,3368336,TCS
2015-10-01,1041.2169189453125,1043.3232328637323,1020.5862311059309,1023.2635076800991,2834408,TCS
2015-10-05,1067.61572265625,1090.5889986763204,1044.40627564522,1044.40627564522,4807306,TCS
2015-10-06,1063.0284423828125,1073.265012568721,1056.7290145760994,1072.8712983308014,3979590,TCS
2015-10-07,1044.8983154296875,1069.722027639926,1042.1423146223708,1060.6468914714972,2065530,TCS
2015-10-08,1036.9647216796875,1054.5047126157601,1031.5314452247835,1051.2171598283098,2357550,TCS
2015-10-09,1035.3309326171875,1043.5793253907163,1026.8070551365206,1043.5399155058851,2249724,TCS
2015-10-12,1020.7437133789062,1047.4178567008703,1018.5388748918242,1045.311446786932,2455912,TCS
2015-10-13,1023.0864868164062,1028.3819258242065,1010.9010463913304,1024.7597728748874,6179712,TCS
2015-10-14,977.8682861328125,1003.1841373958234,976.4115623004875,1003.1841373958234,8337128,TCS
2015-10-15,971.588623046875,985.6639115785033,970.505908544442,980.3487676574689,3215710,TCS
2015-10-16,973.2618408203125,981.136127558341,972.4744121465097,976.7658599700695,2333828,TCS
2015-10-19,979.8564453125,982.2974547013034,966.903283539853,980.3485881780513,3130642,TCS
2015-10-20,994.8175659179688,996.0971373394523,982.5534044345645,982.8092802702007,2695084,TCS
2015-10-21,996.0968627929688,1000.8214328931725,993.0455779365872,998.0654336680536,1929688,TCS
2015-10-23,1001.088623046875,1005.3697691126182,997.2021454351022,1005.3697691126182,2335398,TCS
2015-10-26,1000.8519287109375,1005.7643323311557,992.3883760161879,1005.7643323311557,1414630,TCS
2015-10-27,998.701416015625,1004.1464335773196,994.4597662159551,998.287096071303,1530420,TCS
2015-10-28,997.9124145507812,999.6682412666452,990.3957961927331,990.3957961927331,1255342,TCS
2015-10-29,984.59521484375,1000.3977453535075,982.5039641132366,999.6678449995022,3130316,TCS
2015-10-30,984.5362548828125,991.1255894873447,980.5116388507271,986.4302201717576,1516696,TCS
2015-11-02,993.2764892578125,995.4268887480013,981.518216974879,986.430622207248,1319294,TCS
2015-11-03,1003.5742797851562,1005.2907067666878,993.7297262226014,997.4781607666215,1364906,TCS
2015-11-04,999.7665405273438,1005.0537667296683,994.321427728335,1004.1857276065923,991434,TCS
2015-11-05,979.584228515625,1000.2203653040873,978.5386511506515,998.5829298839825,1596098,TCS
2015-11-06,988.6987915039062,993.6309415163971,979.8998166154117,983.2734264901663,908024,TCS
2015-11-09,975.1258544921875,987.5153806192054,974.0407811541781,984.4574466666337,2021556,TCS
2015-11-10,969.9171752929688,977.3548964243425,966.7014518529023,975.7568604724145,1361920,TCS
2015-11-13,945.9469604492188,961.9863715091415,941.6659116578214,961.9863715091415,2743232,TCS
2015-11-16,936.9511108398438,943.0274837087084,929.612029965572,943.0274837087084,2043528,TCS
2015-11-17,943.244140625,946.3612209810062,937.1085265847285,939.2786726462931,1985028,TCS
2015-11-18,927.8163452148438,942.5930479073451,925.6659469997475,942.5930479073451,1520352,TCS
2015-11-19,932.1961059570312,939.7127218884813,928.0333520546905,933.3009268328312,1866906,TCS
2015-11-20,946.3218383789062,956.2650339712978,931.9593591178437,933.7546810668589,2012126,TCS
2015-11-23,943.441650390625,952.2602791337181,939.969396602381,949.0643028836815,1088082,TCS
2015-11-24,934.3270263671875,943.9940432459301,933.36034394553,939.1013875213672,998640,TCS
2015-11-26,925.4887084960938,940.0286341546765,922.4505222637847,938.2530595126802,2915292,TCS
2015-11-27,928.5662231445312,930.9730549824205,920.3393569200199,926.4552240292419,1737206,TCS
2015-11-30,936.5366821289062,943.520589442146,927.3036366489397,933.1630712099009,4100048,TCS
2015-12-01,931.9395751953125,938.3119708413157,930.0259587797201,932.3341471982457,1721994,TCS
2015-12-02,933.2418212890625,938.3318586848476,925.8633429997278,938.2923629462402,1640296,TCS
2015-12-03,927.5402221679688,936.3194500498096,926.0605770193439,931.1900135345768,2283358,TCS
2015-12-04,918.7218017578125,926.1792735667286,915.8415019827482,923.2988774605683,1246092,TCS
2015-12-07,915.3282470703125,924.837375533454,913.5329250036388,920.2209018841968,1382604,TCS
2015-12-08,918.9583740234375,926.8498156208908,914.3418999551421,915.1704435242302,1139964,TCS
2015-12-09,934.208740234375,936.2408446660428,915.4074152594368,922.4702184223198,5282806,TCS
2015-12-10,940.8770141601562,943.5008803544174,928.0336717580018,934.7413981270009,1723988,TCS
2015-12-11,941.4492797851562,943.7969651353317,932.472762134229,940.2655631718471,1652378,TCS
2015-12-14,938.4699096679688,941.8435200932937,919.589694137552,921.4046678397178,2718532,TCS
2015-12-15,937.4439697265625,941.0542651674225,932.3934286179426,938.469799177166,1135868,TCS
2015-12-16,950.2874755859375,952.6944041018141,940.6599541846034,940.6599541846034,1435934,TCS
2015-12-17,962.656982421875,964.7284853044305,944.3488811922801,952.8913259755418,1618844,TCS
2015-12-18,953.6018676757812,960.4673836626838,947.2294704813154,954.8644791257649,3024970,TCS
2015-12-21,965.2808227539062,966.7013203693166,949.6755785042104,954.844413479802,1610104,TCS
2015-12-22,948.9658203125,962.7560984399181,946.9732115802473,962.7560984399181,1560858,TCS
2015-12-23,957.1528930664062,960.7829366408895,951.1356693359037,952.8914956828535,849834,TCS
2015-12-24,960.4872436523438,962.0457843583664,948.5514362699946,955.2591627328025,843160,TCS
2015-12-28,971.7124633789062,973.1723605401066,954.9431530640414,958.0208339880396,3704198,TCS
2015-12-29,968.9902954101562,972.7387307971452,965.0248260766499,969.9964736486713,1708524,TCS
2015-12-30,954.1937866210938,970.2528527997528,951.8263538773774,967.905167928451,1605762,TCS
2015-12-31,961.5130004882812,966.1097266343451,949.932271542653,953.1874911647617,1240318,TCS
2016-01-01,953.4443359375,962.3617072223961,951.8068996503588,962.3617072223961,712262,TCS
2016-01-04,934.9780883789062,952.4970511180745,933.5773381551637,950.9779099979028,1870184,TCS
2016-01-05,926.8301391601562,941.6858369105934,923.6933101497001,941.0544830017235,2678020,TCS
2016-01-06,939.7127075195312,941.5079330428184,927.3230890028121,927.3230890028121,2653228,TCS
2016-01-07,935.62939453125,940.226122449534,931.190456971534,935.1361792468371,3199580,TCS
2016-01-08,946.0260009765625,949.8730785265418,936.122203828291,941.0543545333926,1907544,TCS
2016-01-11,932.117431640625,940.6598790060465,926.7907083324952,940.0680208606987,2930228,TCS
2016-01-12,918.189208984375,933.1632039206021,908.1473662887429,932.2556686421129,3482594,TCS
2016-01-13,899.3087158203125,918.1692815664934,889.7995859585595,914.2235605455802,4746092,TCS
2016-01-14,899.1506958007812,907.0815352280324,887.7870028974825,896.8621589271012,2742052,TCS
2016-01-15,892.1668090820312,904.2406547723264,889.7598812920114,903.1161823440505,3269408,TCS
2016-01-18,898.6970825195312,904.3197348036796,891.7329236614203,892.5220678416516,2213922,TCS
2016-01-19,899.3482055664062,907.5158287590216,895.0079124723413,898.4406704714314,967910,TCS
2016-01-20,899.6636962890625,901.5970606437963,885.0250358967331,897.1778733107913,1615954,TCS
2016-01-21,891.713623046875,905.7152088417079,888.2527695531246,903.7771695108047,2675536,TCS
2016-01-22,908.0291748046875,910.5210089062366,893.8891146939317,899.0309547342065,1343178,TCS
2016-01-25,911.5491333007812,925.1354926499861,906.3480040219936,910.4614365907396,1397560,TCS
2016-01-27,917.52197265625,921.5563208921445,902.5512662151274,910.5013820690539,1626986,TCS
2016-01-28,922.0504760742188,929.0512691191542,912.8940849776952,915.8407352730952,3106660,TCS
2016-01-29,945.8217163085938,949.2627745535498,923.5733700299949,932.9275249953068,2235744,TCS
2016-02-01,950.3306274414062,954.3847703344976,933.0461546148797,945.7425822032334,1495274,TCS
2016-02-02,948.5112915039062,962.3151154050784,941.2335524625656,952.8224878795043,1475588,TCS
2016-02-03,955.7098388671875,961.0889364748455,933.5603748540079,944.3186666333238,1308692,TCS
2016-02-04,957.193115234375,965.0838429159069,950.053848640987,957.9247807014614,1250046,TCS
2016-02-05,957.9444580078125,965.0639281008247,952.4664792357518,952.4664792357518,1402996,TCS
2016-02-08,934.6083984375,954.0287689835941,928.2997763219493,949.2626600650525,1063658,TCS
2016-02-09,902.3534545898438,922.9999999509217,892.1489556488243,922.9999999509217,2489610,TCS
2016-02-10,897.369873046875,905.7154180323857,893.1377619669794,899.8221162046076,1890732,TCS
2016-02-11,869.3467407226562,905.3594184222402,858.9443829631508,901.7996828321135,1962408,TCS
2016-02-12,880.6785888671875,887.3233511219838,855.9186125585161,870.1575543570866,2172568,TCS
2016-02-15,897.5081176757812,912.4195306661626,885.978569118434,889.9338305877128,2479712,TCS
2016-02-16,896.0843505859375,902.5907368918347,887.1652159721233,896.2623180529787,1588702,TCS
2016-02-17,900.039794921875,901.6613946398478,888.5101465727864,895.8669735907988,1585178,TCS
2016-02-18,915.979248046875,917.5217613640796,901.0085450532916,903.7772280275556,1529140,TCS
2016-02-19,917.482421875,920.389578421279,911.8659684703224,912.6175262793868,879012,TCS
2016-02-22,915.9989624023438,926.7177595787696,911.6877660388664,917.719539762117,1324884,TCS
2016-02-23,895.47119140625,917.5810642645764,892.6036268577981,913.7642755946507,1306852,TCS
2016-02-24,874.4884643554688,894.858059737054,870.6320846473046,894.858059737054,1659328,TCS
2016-02-25,875.2401733398438,881.2323565281536,864.4817836570518,877.9890610637876,1830556,TCS
2016-02-26,874.3104858398438,892.6628591314453,869.9992897693751,881.9045680100239,1537536,TCS
2016-02-29,860.9814453125,884.7921030693326,836.5379070145902,884.7921030693326,2191718,TCS
2016-03-01,900.4744873046875,903.8167602135851,855.1274570361168,867.3887665495856,1999760,TCS
2016-03-02,917.165771484375,921.5758490462739,892.4057980303243,911.6876961595113,1527486,TCS
2016-03-03,938.643310546875,945.7034944573394,910.1061232732488,923.9495454003952,2648284,TCS
2016-03-04,932.4725952148438,941.3521370265184,929.3083863508891,941.3521370265184,1512966,TCS
